title,year,activity,agent,label,work_uuid,agent_uuid
Call Me Mr. Brown,1986,hasActor,Rob George,Call Me Mr. Brown (1986),982c682f-44e7-4680-822a-c406bb1d59a4,fca95c1b-3480-4ed1-b01a-c14cd1ab84e5
Call Me Mr. Brown,1986,hasActor,Damon Herriman,Call Me Mr. Brown (1986),982c682f-44e7-4680-822a-c406bb1d59a4,893840b9-ebb2-4594-aede-a92544651b4e
Call Me Mr. Brown,1986,hasDirector,Scott Hicks,Call Me Mr. Brown (1986),982c682f-44e7-4680-822a-c406bb1d59a4,c4efc66e-bb02-4484-b2f1-fca7b91bc3c3
Call Me Mr. Brown,1986,hasProducer,Terry Jennings,Call Me Mr. Brown (1986),982c682f-44e7-4680-822a-c406bb1d59a4,29b89e9b-cbd3-4db3-9ae0-2d647da5e69c
The Camel Boy,1984,hasActor,Barbara Frawley,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,454086f8-8828-4fca-807e-471f17cb6471
The Camel Boy,1984,hasActor,Ron Haddrick,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,b869245b-5d29-419c-a9de-8a42a051227e
The Camel Boy,1984,hasActor,John Meillon,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,8ddfe5d2-fad2-48e9-af15-e4a2df03d4cc
The Camel Boy,1984,hasActor,Robyn Moore,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,0ee0c5e3-11dd-4ded-a0ad-749c7ca27dc9
The Camel Boy,1984,hasActor,Michael Pate,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,896a6868-4c64-43ca-94c0-87afb2803952
The Camel Boy,1984,hasDirector,Yoram Gross,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,9687a0fb-3553-42ba-84e6-2d05a60e1d50
The Camel Boy,1984,hasProducer,Yoram Gross,The Camel Boy (1984),bf949730-e425-4966-8b74-e59126e8f085,9687a0fb-3553-42ba-84e6-2d05a60e1d50
Candy Regentag,1987,hasActor,Patsy Stephen,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,64e92891-c56a-4ef1-9105-45a2ced2c7fa
Candy Regentag,1987,hasActor,Warwick Moss,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,5bb37577-87a1-45af-bb31-aa26091f83f8
Candy Regentag,1987,hasActor,Garry Cook,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,03d259a3-3390-42ac-87f0-e96363ee8722
Candy Regentag,1987,hasActor,Maxine Klibingaitis,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,4cde96c5-05b0-4695-91d3-5565c227a060
Candy Regentag,1987,hasActor,Toni Scanlon,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,65835640-fc5b-4976-ba65-86a297ae976f
Candy Regentag,1987,hasActor,Aussie Merciadez,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,9fe1fdbd-a801-4b15-9895-00efcc798cf1
Candy Regentag,1987,hasActor,Rainee Skinner,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,f52762bb-d4fd-4e3b-852a-375833917f10
Candy Regentag,1987,hasActor,Jacqui Phillips,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,4f6af1a4-15f3-41e9-85ac-c7f441a5a589
Candy Regentag,1987,hasActor,Beth Child,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,5c8e459d-3d26-44d4-a2f0-704eaf723f26
Candy Regentag,1987,hasActor,Pete Smith,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,3df8a90b-a8ee-4196-97ae-65c892ff957b
Candy Regentag,1987,hasActor,Christopher Lewis,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,37dc5e9b-07b3-4994-a0d0-88c5e42eba3d
Candy Regentag,1987,hasActor,Imogen Annesley,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,2f47136e-2d3c-4f15-a9e1-ddc362aaeaeb
Candy Regentag,1987,hasActor,John Polson,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,49e69f56-902f-47b5-993a-f7bca38f08bb
Candy Regentag,1987,hasActor,Arky Michael,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,2ce6e770-1d2e-4a8f-b467-0e35a17951a6
Candy Regentag,1987,hasActor,Gary Who,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,be3087c2-5cf2-4d97-b8d2-728d18a27df9
Candy Regentag,1987,hasActor,James Lugton,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,e9a3f175-ad1e-4ced-a856-b800e6e37b25
Candy Regentag,1987,hasActor,Chris Truswell,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,42b7c8e3-f96c-4811-9c2b-0a02dab60543
Candy Regentag,1987,hasActor,Basil Clarke,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,5f4860a3-2b7c-44e3-8990-b0c743eb7f86
Candy Regentag,1987,hasDirector,James Ricketson,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,b5aa9960-19f2-436d-9ef6-045365a9f2b8
Candy Regentag,1987,hasProducer,Graeme Isaac,Candy Regentag (1987),aa5debc4-218b-4148-a52d-dda33cec2c96,509fab74-2979-4176-afa9-a7e39bd257a5
Cane Toads,1987,hasActor,,Cane Toads (1987),e4b67075-e7b2-4013-8d0a-63b87122c430,3bdd5a9c-7e58-4ec2-8d80-7405152180cb
Cane Toads,1987,hasDirector,Mark Lewis,Cane Toads (1987),e4b67075-e7b2-4013-8d0a-63b87122c430,d007d472-0db7-4120-9dbd-715887c6fc45
Cane Toads,1987,hasProducer,,Cane Toads (1987),e4b67075-e7b2-4013-8d0a-63b87122c430,3bdd5a9c-7e58-4ec2-8d80-7405152180cb
Cappuccino,1989,hasActor,John Clayton,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,c6392c75-2087-412f-b65a-9a50f7f8abd1
Cappuccino,1989,hasActor,Rowena Wallace,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,6bb927fc-b030-4d92-ae85-a3db306f9cf1
Cappuccino,1989,hasActor,Jeanie Drynan,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,718604ac-879d-497f-9525-1af586f3dfdb
Cappuccino,1989,hasActor,Barry Quin,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,cef6fed7-f72a-4239-b8e3-d7bf5fe03b41
Cappuccino,1989,hasActor,Cristina Parker,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,9be36806-9006-4404-aca5-9b3c22553cde
Cappuccino,1989,hasActor,Ritchie Singer,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,cd1f444f-be16-4e91-b480-685ceebbb89d
Cappuccino,1989,hasActor,Simon Mathew,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,8bdb804d-caa2-4223-804e-d8193be9bd77
Cappuccino,1989,hasActor,Saviour Sammut,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,c054a23a-d74b-4980-a92a-5ed0de447acb
Cappuccino,1989,hasActor,Saturday Rosenberg,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,cc916ba1-6f7f-43c3-93be-324ba8d97b76
Cappuccino,1989,hasActor,Francois Bocquet,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,dca971c6-b3ea-431d-b82e-385511e14b0f
Cappuccino,1989,hasActor,Ernie Dingo,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,8e610ea4-7d61-4530-a71d-4244fd47baf0
Cappuccino,1989,hasDirector,Antony J. Bowman,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,1b552e62-e527-4d41-b6e6-432b7e089ba0
Cappuccino,1989,hasProducer,Antony J. Bowman,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,1b552e62-e527-4d41-b6e6-432b7e089ba0
Cappuccino,1989,hasProducer,Sue Wild,Cappuccino (1989),f919d65f-1126-4c24-8847-0eacacc67e2c,9d3ed5f9-0f38-4fde-90e4-3b7878089300
Captain Johnno,1988,hasActor,John Waters,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,30afa3cf-920d-4840-8286-21cee711d9c3
Captain Johnno,1988,hasActor,Damien Walters,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,580b9e98-d8ac-40b2-a496-6e49a485e905
Captain Johnno,1988,hasActor,Rebecca Sykes,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,8db0b38c-89b3-4b53-b024-366828277870
Captain Johnno,1988,hasActor,Michele Fawdon,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,49ceeb16-27ee-48a0-a6f2-3816e27d9b46
Captain Johnno,1988,hasActor,Joe Petruzzi,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,46797a01-6cf9-48eb-bbfa-19ae0ba69d04
Captain Johnno,1988,hasActor,Elspeth Ballantyne,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,3f5a379a-3c92-4ee6-a7dc-72c8feb6b78a
Captain Johnno,1988,hasActor,Vivienne Graves,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,01ec4c43-9178-4a5f-a1cb-30b1ca45f59e
Captain Johnno,1988,hasActor,Sam Sowton,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,c004ded3-8f0e-405e-85a7-fd073cb4d60f
Captain Johnno,1988,hasActor,Rowan Campbell,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,6f90819f-c927-49f9-a591-b857840d9e40
Captain Johnno,1988,hasActor,Phoebe Salter,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,fab2028c-ced8-4de5-87a2-6eb1048e39e6
Captain Johnno,1988,hasActor,Peter Healy,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,da29a2a2-c45f-48c0-98c3-e1e6dfccd365
Captain Johnno,1988,hasActor,Peter Green,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,88838d2a-8b47-4e0b-a115-e79b81add098
Captain Johnno,1988,hasActor,Henry Salter,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,2a01e47c-14e8-4333-bf6c-865bbe93a8bf
Captain Johnno,1988,hasActor,Grant Piro,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,ceca7fb4-872c-482e-ae74-becea77617b0
Captain Johnno,1988,hasActor,Audine Leith,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,92e0370e-95dd-46a1-810a-0d723f038652
Captain Johnno,1988,hasActor,Adrian Shirley,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,2df95b5e-0247-4b91-ae58-9c303fc7ebe8
Captain Johnno,1988,hasActor,John Dick,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,155d6c56-6c3b-457f-b589-2201f7ebb2fe
Captain Johnno,1988,hasActor,Carmel Young,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,13f1d77c-17f6-437f-ad6d-f2bfd5a68011
Captain Johnno,1988,hasActor,Hedley Cullen,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,3d5fbe91-44f1-40eb-ae71-34e23c37bb96
Captain Johnno,1988,hasActor,Jim Morressey,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,1ac51235-a762-4fe3-a719-4f39b2ef5d93
Captain Johnno,1988,hasDirector,Mario Andreacchio,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,513f0e9e-7d05-40a5-8660-3d7a517ef6fd
Captain Johnno,1988,hasProducer,Jane Ballantyne,Captain Johnno (1988),4e9d1f09-3978-4233-bfb8-33f65be6f5ec,5fc17273-0dec-4b90-bfbf-3157d8207b25
Captain Thunderbolt,1953,hasActor,Grant Taylor,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,5fa01dd6-0819-4779-918a-0d0afcde6872
Captain Thunderbolt,1953,hasActor,Charles Tingwell,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,f3707cdb-0538-4c01-80d5-39c676860ea3
Captain Thunderbolt,1953,hasActor,Rosemary Miller,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,bac6b44a-0636-44d0-a0be-461006212485
Captain Thunderbolt,1953,hasActor,Harp McGuire,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,e0da50c5-cf96-4105-8505-1a6fc4502ae6
Captain Thunderbolt,1953,hasActor,John Fegan,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,bcc2a173-55de-4968-83ae-92412204eb32
Captain Thunderbolt,1953,hasActor,Jean Blue,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,a1dcad28-320a-4aa8-8d36-f05199724bf6
Captain Thunderbolt,1953,hasActor,John Fernside,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,b4c6d211-e288-4c5f-aa45-23838a829ca9
Captain Thunderbolt,1953,hasActor,Loretta Boutmy,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,c8c259db-ebc1-4499-9b88-1de94e2a8cee
Captain Thunderbolt,1953,hasActor,Ronald Whelan,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,4474d53b-328f-446b-a654-b885ab1cf967
Captain Thunderbolt,1953,hasActor,Charles Tasman,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,2eb6338f-bf87-4e38-862b-684d011b9179
Captain Thunderbolt,1953,hasActor,Harvey Adams,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,7f1d8019-bcca-446b-a894-b6ff44ab6353
Captain Thunderbolt,1953,hasActor,Patricia Hill,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,141699f4-b0ca-4f15-8c37-11c1b5d930f2
Captain Thunderbolt,1953,hasActor,John Brunskill,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,6d9496dd-eafa-498a-896a-0bf993f3f7c9
Captain Thunderbolt,1953,hasActor,John Unicomb,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,d3584e49-90fa-4f19-a455-81315c4135ff
Captain Thunderbolt,1953,hasActor,Sydney Loder,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,a2ef668b-d820-4da9-96ee-1c50dde9a678
Captain Thunderbolt,1953,hasActor,James Doogle,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,a78a9eb7-bde2-4205-9358-d7da7c110572
Captain Thunderbolt,1953,hasActor,Frank Bradley,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,c6c3ff02-fdd7-4833-b8e8-422ae442ceea
Captain Thunderbolt,1953,hasActor,Dennis Glenny,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,e6d3f57a-34ff-4b23-8870-3b12d19d73c1
Captain Thunderbolt,1953,hasActor,William Collins,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,43e40d66-b61e-4245-aea6-0098ea1da4a1
Captain Thunderbolt,1953,hasDirector,Cecil Holmes,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,f14dfc81-e3e9-4d40-b91f-5e9353208e03
Captain Thunderbolt,1953,hasProducer,John Wiltshire,Captain Thunderbolt (1953),0b7579b6-ee14-4f3d-8b16-48d66a1e0bee,016feace-eb4f-4113-8c4f-0c6a0f90ef8d
Careful He Might Hear You,1983,hasActor,Wendy Hughes,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,94900764-3ded-4562-a922-cf1292d4ddac
Careful He Might Hear You,1983,hasActor,Robyn Nevin,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,8b4c7769-4cb2-4d65-affd-363ca58a9bf7
Careful He Might Hear You,1983,hasActor,Nicholas Gled,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,2fe8fe4e-d988-43ad-8ada-30bfa8f18804
Careful He Might Hear You,1983,hasActor,Geraldine Turner,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,97d80ab3-41ab-42a7-b1d1-9e6d1597ccfc
Careful He Might Hear You,1983,hasActor,Isabelle Anderson,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,06bac1e7-3c51-4570-921f-89506854d85f
Careful He Might Hear You,1983,hasActor,Peter Whitford,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,87b6f3aa-34cd-4db1-86ac-8ae1153bc561
Careful He Might Hear You,1983,hasActor,John Hargreaves,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,73675d0b-bd82-4aa0-9f1d-a0ebf94f9316
Careful He Might Hear You,1983,hasActor,Colleen Clifford,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,fa435d50-bd02-4abd-a3e6-515956456349
Careful He Might Hear You,1983,hasActor,Edward Howell,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,e28db67b-385c-426d-abc0-95fdb7e68fde
Careful He Might Hear You,1983,hasActor,Jacqueline Kott,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,959a3d19-9beb-4b6b-8a49-8195d805afd5
Careful He Might Hear You,1983,hasActor,Julie Nihill,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,03feda31-35de-4ec0-b13d-711f0e8eb185
Careful He Might Hear You,1983,hasActor,Michael Long,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,c9a3991d-9ddc-4f3c-840a-799babeb7d1a
Careful He Might Hear You,1983,hasActor,Len London,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,f56dbd80-69b2-49e1-b08d-2dc2555b28df
Careful He Might Hear You,1983,hasActor,Beth Child,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,5c8e459d-3d26-44d4-a2f0-704eaf723f26
Careful He Might Hear You,1983,hasActor,Colin Croft,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,a3c616c6-04c5-4be0-8b69-669dfda279dc
Careful He Might Hear You,1983,hasDirector,Carl Schultz,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,68a8f724-306b-4847-abd5-925e95899c35
Careful He Might Hear You,1983,hasProducer,Jill Robb,Careful He Might Hear You (1983),4bb0361c-521e-4234-b647-7e4837cb2a30,1b46c128-bd20-43db-ba09-a9faaab80fa6
The Cars That Ate Paris,1974,hasActor,John Meillon,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,8ddfe5d2-fad2-48e9-af15-e4a2df03d4cc
The Cars That Ate Paris,1974,hasActor,Terry Camilleri,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,c61ea4dc-c0ff-4d41-9c4a-92866ce2fa7d
The Cars That Ate Paris,1974,hasActor,Kevin Miles,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,e9319210-775d-4ceb-9ee2-072ea5fcae41
The Cars That Ate Paris,1974,hasActor,Rick Scully,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,428f6b50-5b40-41b0-a99e-7fb03c705424
The Cars That Ate Paris,1974,hasActor,Max Gillies,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,d68a3337-a37d-45b8-a01d-77ddd20fc5ad
The Cars That Ate Paris,1974,hasActor,Danny Adcock,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,aa9cbcec-5ad6-4551-89aa-cc55f6e10437
The Cars That Ate Paris,1974,hasActor,Bruce Spence,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,9a3c0d73-617d-4891-909b-52cd94920c43
The Cars That Ate Paris,1974,hasActor,Kevin Golsby,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,143df2b9-5920-45b6-a014-14537aa4f293
The Cars That Ate Paris,1974,hasActor,Chris Haywood,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,c980619d-aecb-4f10-b62f-3b8dc4ae9181
The Cars That Ate Paris,1974,hasActor,Peter Armstrong,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,f1bccaba-a48c-4c5f-8e94-b59516e4f124
The Cars That Ate Paris,1974,hasActor,Joe Burrow,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,4f1f34d8-0082-4498-a5cc-3c6d7c9fd1f0
The Cars That Ate Paris,1974,hasActor,Deryck Barnes,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,eaf49d69-b3bb-4b2b-8bfc-4dbb8220dc52
The Cars That Ate Paris,1974,hasActor,Edward Howell,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,e28db67b-385c-426d-abc0-95fdb7e68fde
The Cars That Ate Paris,1974,hasActor,Max Phipps,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,cef87e2e-586d-470f-9fcb-86a11a69ebba
The Cars That Ate Paris,1974,hasActor,Melissa Jaffer,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,e38524a4-ba0a-40d6-be4b-34d0ccc5fcfb
The Cars That Ate Paris,1974,hasActor,Tim Robertson,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,5360b7c4-e408-4955-a895-cc7a818857aa
The Cars That Ate Paris,1974,hasActor,Herbie Nelson,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,646ba792-1c50-431e-910a-f052abaab5fd
The Cars That Ate Paris,1974,hasDirector,Peter Weir,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,a984a651-b674-4128-a6e2-4ca7478e543e
The Cars That Ate Paris,1974,hasProducer,Hal McElroy,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,e8070a93-140e-4eb7-99df-a367ac9d8794
The Cars That Ate Paris,1974,hasProducer,Jim McElroy,The Cars That Ate Paris (1974),c753f4cb-6101-4ff7-955b-8948e7a9dd61,62f4d78e-7e4b-4101-ae34-07e331a98903
Cass,1977,hasActor,Michele Fawdon,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,49ceeb16-27ee-48a0-a6f2-3816e27d9b46
Cass,1977,hasActor,John Waters,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,30afa3cf-920d-4840-8286-21cee711d9c3
Cass,1977,hasActor,Judy Morris,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,defca653-8d2d-42d4-b244-c6e58b1d0adb
Cass,1977,hasActor,Peter Whitford,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,87b6f3aa-34cd-4db1-86ac-8ae1153bc561
Cass,1977,hasActor,Peter Carroll,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,983d2e51-e3b6-4694-b852-425ba6c00994
Cass,1977,hasActor,Sandra Macgregor,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,ddac8797-4d73-40d0-b7d5-14d88aeccfa3
Cass,1977,hasActor,Stephen O'Rourke,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,99ebdb6c-0775-470f-8f77-ded8cca54139
Cass,1977,hasActor,Max Cullen,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,51993545-ea5f-4eb1-9dd2-87ad64fbe4cb
Cass,1977,hasActor,Charles McCallum,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,007395f3-682b-48e6-898d-efd321cc4fb3
Cass,1977,hasActor,Anna Volska,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,49914339-e6af-4bdd-b012-37a3e86a55e6
Cass,1977,hasActor,Terry Camilleri,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,c61ea4dc-c0ff-4d41-9c4a-92866ce2fa7d
Cass,1977,hasActor,James Condon,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,b91246ef-e108-4f58-bbae-a0611898f49d
Cass,1977,hasActor,Anne Haddy,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,b9e79b26-9bed-4a9e-926d-7112ef1abc22
Cass,1977,hasActor,Isobel Cowan,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,6e56e135-d900-4ccf-940a-52a84a00d446
Cass,1977,hasActor,Benita Cossey,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,64e6f80a-6822-476e-94d8-24f42be6d062
Cass,1977,hasActor,Arna Maria Winchester,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,6405bcb1-3aa7-45eb-9df7-05a26c7833c9
Cass,1977,hasActor,John Ewart,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,6426c2d7-dada-4a6b-ab46-ae69a5f56c88
Cass,1977,hasDirector,Chris Noonan,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,2c8723b5-1157-41dd-81a4-04f022e9f8d9
Cass,1977,hasProducer,Don Harley,Cass (1977),be14f8a0-2a8c-4dfa-a98d-3eab5dbb8cbc,33e77965-d8f6-443d-8c72-c61f3274d9e0
Cassandra,1987,hasActor,Shane Briant,Cassandra (1987),28f3f195-32b7-4f12-b4f6-3522af58b35d,e819bccb-5701-4a3a-89f2-a028ac601233
Cassandra,1987,hasActor,Briony Behets,Cassandra (1987),28f3f195-32b7-4f12-b4f6-3522af58b35d,fb4131de-1357-400b-866f-dabe46a7b6ab
Cassandra,1987,hasActor,Kit Taylor,Cassandra (1987),28f3f195-32b7-4f12-b4f6-3522af58b35d,a853fa91-0fd3-4f8e-9672-26531b3c55c7
Cassandra,1987,hasActor,Lee James,Cassandra (1987),28f3f195-32b7-4f12-b4f6-3522af58b35d,b4585fff-6902-4750-90bd-6b229616472d
Cassandra,1987,hasActor,Susan Barling,Cassandra (1987),28f3f195-32b7-4f12-b4f6-3522af58b35d,8ba84c95-f05f-4128-ac62-ea774d83b4eb
